gene	rank
NECAB2	-3.2969
TMEM39B	-3.2984
TUBB8P7	-3.2995
OXER1	-3.2999
EID2B	-3.3003
AKAP11	-3.3006
OSTF1	-3.301
RAB37	-3.3017
METTL23	-3.3038
SLF1	-3.3044
MSH5.4	-3.3049
SGSM3	-3.3051
CETN3	-3.3061
HSD17B6	-3.3064
COCH	-3.3067
BOLA2	-3.3069
RPL23	-3.3112
LOC101927914	-3.3114
RAB24	-3.3116
SEC16B	-3.3118
ACAT2	-3.3123
TMEM147-AS1	-3.3128
STMN3	-3.3145
SUCNR1	-3.3145
UCN	-3.3148
ZNF662	-3.3149
TREX2	-3.3152
FGFR4	-3.3154
TMEM65	-3.3155
MRPL40	-3.3163
ZNF169	-3.317
HDAC7	-3.317
ARHGAP15	-3.3173
SNX15	-3.3178
TTC30B	-3.318
NINJ2	-3.3185
SGK3	-3.3189
NISCH	-3.3198
LOC220729	-3.3199
ZMYM1	-3.321
NEURL4	-3.3212
ZNF205	-3.3215
MST1L	-3.323
FAM156B	-3.3232
NME1-NME2	-3.3234
MAN2A2	-3.3238
HGF	-3.3241
LOC100379224	-3.327
NAGPA	-3.3285
CDON	-3.3289
ORC3	-3.3299
TLCD3B	-3.3305
TMEM38A	-3.333
ZNF672	-3.3341
CYP46A1	-3.3342
ZNF275	-3.3357
SLC16A14	-3.3359
PDIA5	-3.3366
DOCK8	-3.3372
NOP16	-3.3383
COX5A	-3.3401
ALDH1L2	-3.3406
FTO	-3.3414
ZMYND10	-3.3438
WDR37	-3.3448
BRIP1	-3.3448
LENG9	-3.3456
FAIM	-3.3467
NFE2L1	-3.3491
CATIP-AS1	-3.3491
PYM1	-3.3494
PUDP	-3.3507
SPIB	-3.3517
GLCE	-3.354
MRPL3	-3.3548
WSB2	-3.355
MRPL35	-3.3557
ZNF219	-3.3567
COPS7B	-3.3583
KCNIP2	-3.3586
CARF	-3.3599
FLJ12825	-3.3599
PYHIN1	-3.3603
ZMAT5	-3.3605
TCHP	-3.3611
UGT3A2	-3.3612
PTER	-3.364
TYMSOS	-3.3652
KLHL3	-3.3667
PLSCR4	-3.367
ASGR2	-3.3671
TNNI2	-3.3672
LAPTM4A	-3.3678
SECTM1	-3.3683
RAB43	-3.3685
CLEC3B	-3.3689
HDAC3	-3.3695
ZNF691	-3.3697
LOC100129917	-3.37
ZNF594	-3.3708
HEBP2	-3.371
ST3GAL3-AS1	-3.3714
GABRQ	-3.3716
PPIC	-3.3724
C3orf80	-3.3726
TXNDC5	-3.3726
THRA	-3.3731
POMT1	-3.3754
SNHG28	-3.3758
CROCC	-3.3772
NANP	-3.3773
TRAF7	-3.3785
SEPTIN9	-3.3796
LENG8.1	-3.3798
SLC35E2B	-3.3806
BLNK	-3.381
ODF2L	-3.3819
RNF149	-3.3828
C4orf46	-3.3835
LINC02079	-3.3841
LOC105373159	-3.3848
NUDCD3	-3.385
ZNF785	-3.3855
GNG7	-3.3859
ARAP1	-3.3862
SEC16B.1	-3.3872
LOC100507642.1	-3.3873
GLE1	-3.3875
RPL3	-3.3877
SLC22A31	-3.388
MINDY2	-3.3882
ING5	-3.3895
TSPO	-3.3914
PLPBP	-3.3938
KLF13.1	-3.394
PEBP1	-3.3947
PCDHB10	-3.3953
FAM90A1	-3.3964
BDH2	-3.3972
PDCD6IPP1	-3.3973
GGACT	-3.399
RAB17	-3.4004
XRCC1	-3.4005
PCOLCE	-3.4015
SAMD10	-3.4023
GDPD5	-3.4036
IQSEC1	-3.4048
MPPED1	-3.4053
PELP1	-3.4061
FKBP11	-3.4082
ARHGEF35	-3.4089
CDH2	-3.4094
ECHDC2	-3.4096
PCMTD2	-3.4099
CCDC163	-3.41
PAFAH2	-3.4101
ROBO3	-3.4109
HECTD3	-3.4116
FAM160A2	-3.4133
MINCR	-3.4135
OSBPL7	-3.4143
KBTBD6	-3.4144
BEX3	-3.415
FITM2	-3.4151
PTK7	-3.4157
RPSA	-3.4273
STT3A	-3.4277
YEATS2	-3.4327
JKAMP	-3.4331
ALDH4A1	-3.4333
APAF1	-3.4354
CBX4	-3.4356
MRPS25	-3.4361
VAMP1	-3.4361
POLR1B	-3.4362
RNASE6	-3.437
RMDN2	-3.4376
STX2	-3.4388
ZNF57	-3.4393
PRAG1	-3.4414
CUTC	-3.442
CTU1	-3.4439
CDKN2D	-3.4452
CAP1P1	-3.4459
TKFC	-3.4463
RPL36A	-3.447
PGK1	-3.4474
SGO2	-3.4476
TACC2	-3.4482
LRRC26	-3.4498
APBA1	-3.4502
TREM2	-3.4507
ARHGEF28	-3.4514
B9D1	-3.4516
TMEM107	-3.4518
ATP8A1	-3.4529
NPHP4	-3.4537
SLC44A1	-3.4544
LOC729815	-3.4545
RAB27A	-3.4548
MSH5-SAPCD1	-3.4556
PRPF8	-3.4558
QDPR	-3.4569
RPL23AP49	-3.4577
CRNDE	-3.4585
EVC	-3.46
VARS2.1	-3.4607
LINC01132	-3.4624
ZNF252P-AS1	-3.4638
PDF	-3.4646
EHBP1L1	-3.4648
ABCB9	-3.4649
MCM3AP	-3.4659
MIR621	-3.4667
HSD17B10	-3.4671
OGFOD3	-3.4671
MICA.2	-3.4679
TOMM40	-3.4682
STAC3	-3.4699
SLC33A1	-3.4701
DCHS1	-3.4704
RTN4IP1	-3.4723
MATK	-3.4726
RPARP-AS1	-3.4737
ABCC6P2	-3.4738
C9orf64	-3.4745
PRRT4	-3.4754
SPAG8	-3.4755
NUMBL	-3.4768
ESPN	-3.477
SLC1A1	-3.4772
IFT140	-3.4775
ARPC1A	-3.478
FAM161A	-3.4781
PKD1P5	-3.4786
NHSL2	-3.4812
SOX1	-3.4828
ARRB2	-3.4834
TECPR1	-3.4836
KAZN	-3.4859
CCHCR1	-3.4859
NLRC5	-3.487
FAM220A	-3.4872
GSC	-3.4881
CLGN	-3.4884
DYNLT2B	-3.4889
ATP6V1E2	-3.4916
MED22	-3.4916
ALX4	-3.4921
ERGIC1	-3.4922
NPIPB11	-3.4926
PCGF2	-3.4945
PSMB9.1	-3.4955
MIR762HG	-3.4964
TSEN2	-3.4993
UROS	-3.4993
ZNF541	-3.4995
CEP20	-3.4997
BNIP3	-3.4999
POLH	-3.5004
DHRS11.1	-3.5011
CSTF3-DT	-3.5018
GANC	-3.5039
EXOSC6	-3.5066
CA2	-3.5106
UNCX	-3.5129
UNC13D	-3.5132
FCAR	-3.5138
APBB1	-3.5141
ACOT11	-3.5149
RIN1	-3.5177
RPS27L	-3.5186
FCRL1	-3.5193
DBR1	-3.5197
LOC285804	-3.5197
SLC51A	-3.5203
SMO	-3.5231
AAK1	-3.5233
SLC29A3	-3.5241
SLC41A3	-3.5245
OLFML3	-3.5256
INPP5J	-3.5266
DCAF12	-3.5269
PSMB8.1	-3.5279
MRTO4	-3.5282
REEP1	-3.5294
MAGEH1	-3.5301
PPP1R3B	-3.532
NDUFS8	-3.5326
NOC2L	-3.5332
SLC16A5	-3.5354
HRAS	-3.5371
LRFN1	-3.5391
EXOSC7	-3.5396
INPPL1	-3.5415
HERC2P5	-3.5418
SMARCA2	-3.5421
STRADA	-3.5433
TRAPPC5	-3.5436
GNL3	-3.5445
CD4	-3.5447
POU4F1	-3.5453
VIPR1	-3.5459
LTK	-3.547
ZNF114	-3.548
CENPX	-3.5482
TIMM21	-3.5486
KCNK1	-3.5486
SHPK	-3.5491
SPIRE2	-3.5491
NUDT12	-3.5509
P3H1	-3.552
RPSAP46	-3.5545
SLC7A10	-3.5563
CYP2U1	-3.5584
MRPL19	-3.5586
RPL14	-3.5589
RWDD2A	-3.5591
TMEM14C	-3.5597
RPS15A	-3.5609
EIF4EBP2	-3.5612
NKTR	-3.5631
GMPPA	-3.5643
CRACR2B	-3.5662
MICAL2	-3.5662
MYL6B	-3.568
HCFC1R1	-3.5683
CDH23	-3.5707
ADAL	-3.5708
ANXA2R	-3.5716
TGFBRAP1	-3.5719
RADIL	-3.5733
PRADC1	-3.5738
RPL28	-3.5743
TNS3	-3.5744
PEX11B	-3.5747
MEST	-3.5751
PCDHB17P	-3.5759
NANOS1	-3.5793
CHDH	-3.58
EPAS1	-3.5802
DCLRE1C	-3.5814
KLHDC3	-3.5821
SNX17	-3.5836
PANK1	-3.5855
KIRREL2	-3.5856
MRPL41	-3.5863
SNHG21	-3.5866
LRRC37A17P	-3.5873
HELLS	-3.5882
ELFN2	-3.5882
C16orf70	-3.5894
KLHDC4	-3.5904
ZNF775	-3.5928
COQ4	-3.5944
FANCI	-3.5952
KRBA2	-3.596
PPP1R3E	-3.5964
ZKSCAN3	-3.5967
XK	-3.5988
TCEA2	-3.6013
NR1I2	-3.6051
HASPIN	-3.6053
SNHG3	-3.6056
DNAJA3	-3.6085
GNE	-3.6091
TMEM131L	-3.6098
NRROS	-3.6113
RTL10	-3.612
TTC8	-3.6122
ACD	-3.6126
LCMT1	-3.6146
C5orf34	-3.615
GNB1L	-3.6151
ZNF141	-3.6151
TPRG1L	-3.6163
CAMLG	-3.6165
ZNF428	-3.6177
CENPK	-3.6197
ZNF296	-3.6197
PSMA7	-3.6208
FAAP24	-3.6213
RAD54B	-3.6215
C19orf38	-3.6217
CUZD1	-3.6223
LAMTOR2	-3.6241
ARMH1	-3.6245
EPS8L1	-3.6251
CAP1	-3.6252
PSMB8-AS1	-3.6275
SIGLEC16	-3.6275
ADAMTSL5	-3.6285
PRDM12	-3.6291
LINC01138	-3.63
LDOC1	-3.631
TOR4A	-3.6316
PITPNA-AS1	-3.6317
ETV4	-3.6319
CRYBB1	-3.632
EEF1AKNMT	-3.6327
IQCC	-3.6349
REEP6	-3.6357
YPEL1	-3.6359
CLEC12A	-3.6371
ASNS	-3.6371
FOXK2	-3.6391
DERL3	-3.6393
MROH1	-3.6401
ARID3A	-3.6407
F2R	-3.6413
FAM241B	-3.6417
TRIM73	-3.6421
SLX1A	-3.6421
PACSIN1	-3.6422
SGF29	-3.6431
GOLGA8O	-3.6436
HOXA6	-3.6438
KDELR1	-3.6438
GABPB2	-3.6458
ORMDL1	-3.6468
CARMIL1	-3.6478
TRIM59-IFT80	-3.6479
MAGEE1	-3.6482
MCMDC2	-3.6492
FAM184A	-3.6499
WDR91	-3.6514
ATP2B3	-3.6528
C5	-3.6549
FAM27E3	-3.6584
ACSS3	-3.6589
H2AX	-3.6591
CLEC11A	-3.6592
EEF1B2	-3.6594
C7orf61	-3.6598
LPO	-3.6599
ZNF461	-3.6617
CEP128	-3.6618
AGGF1	-3.6633
FAM120C	-3.6644
NLRP2.1	-3.665
OPRL1.1	-3.6652
YWHAH	-3.6652
ZNF384	-3.6658
PRDM13	-3.6659
TRAPPC9	-3.6662
DGKA	-3.6664
MRPL57	-3.6674
RPL41	-3.6682
TRIM32	-3.669
SMC3	-3.6694
GOLGA8K	-3.6733
PHF19	-3.6738
TEAD2	-3.6738
RWDD2B	-3.6739
ADSS1	-3.6754
PRSS12	-3.6772
LOC101927588	-3.6794
CCDC180	-3.6802
E2F8	-3.6804
MYOM1	-3.6805
PRPS1	-3.681
RPL37	-3.6822
NLRP12	-3.6823
AP3S1	-3.6823
GAA	-3.6827
LINC02204	-3.683
AGBL3	-3.6839
HMGB2	-3.6846
FAM181B	-3.6853
ACAP3	-3.6859
MIPEP	-3.6862
CHCHD4	-3.6864
RPL23A	-3.6868
NCKAP1L	-3.687
PALM	-3.688
SUMF1	-3.6887
PRSS53	-3.6889
SAXO2	-3.6897
DLX4	-3.6901
UBASH3B	-3.6901
MVP	-3.6906
PIGZ	-3.6917
FOXL2NB	-3.6919
PFKFB2	-3.6925
ARPC5L	-3.6925
RGS12	-3.6934
CKAP5	-3.6936
ERCC1	-3.6937
ZNF517	-3.6944
GDE1	-3.6954
USP5	-3.6964
PCDHB3	-3.6965
ACY3	-3.6966
DPAGT1	-3.6966
TMEM121	-3.6967
C11orf49	-3.6969
ELMO1	-3.6972
TUBB4A	-3.698
LRRC47	-3.6983
LINC01224	-3.6999
FAM13A-AS1	-3.7007
YEATS4	-3.7031
PRMT6	-3.705
PLIN3	-3.7084
RHEX	-3.7095
AP2S1	-3.7098
NIT2	-3.7107
SGK2	-3.7107
IFI27L1	-3.7115
SLC1A4	-3.7125
RGS3	-3.7125
CHID1	-3.7127
TUBGCP5	-3.7134
RPL8	-3.7155
USP35	-3.7163
GPR150	-3.7181
CCDC137	-3.7191
NUDT7	-3.72
C2orf74	-3.7224
GNAZ	-3.7228
ZNF696	-3.7231
LYPLAL1	-3.7255
MRS2	-3.7257
PINK1-AS	-3.7259
TXNDC15	-3.7266
PREPL	-3.7279
MEGF9	-3.7285
IRF2BP2	-3.7291
MAN2B2	-3.732
ACAD10	-3.734
HOXA11-AS	-3.7344
SMYD3	-3.7348
ZNF22-AS1	-3.7357
RPS2	-3.7362
LSM2	-3.7365
PRR5L	-3.7366
TGFB1I1	-3.7368
HINT2	-3.7374
NUDT1	-3.7401
CNRIP1	-3.7411
FAM98C	-3.7415
SIRT7	-3.7423
HMG20B	-3.7424
LRCH4	-3.7428
DYNC2LI1	-3.7432
DUS1L	-3.7437
NOP53	-3.7441
CLNS1A	-3.7454
RNF183	-3.7456
BFSP1	-3.7458
SETD6	-3.7489
LOC100505715	-3.75
SDHAF1	-3.7504
RPS2P5	-3.7543
BABAM2	-3.7555
ACADS	-3.7557
RFXANK	-3.756
BLOC1S4	-3.7566
ZNF576	-3.7575
IGSF9	-3.7576
GSS	-3.7578
TRAPPC12.1	-3.758
OSBPL1A	-3.7587
CPNE3	-3.7591
PIN1	-3.7598
RECK	-3.7602
LRWD1	-3.7605
RPUSD2	-3.7605
COA4	-3.7614
SIRPB1	-3.7614
SARS1	-3.7616
KCTD17	-3.7637
MYCBP	-3.7638
GOLGA8Q.1	-3.7649
NPIPA1	-3.7656
RPL36	-3.7661
PUS1	-3.7674
GIT2	-3.7686
FAM234A	-3.7705
TMIGD3	-3.7706
MPP3	-3.7707
USH1C	-3.7707
SUMO3	-3.771
SLC16A7	-3.7716
PLCXD2	-3.7718
PLD4	-3.7723
PAXX	-3.7741
CRACR2A	-3.7741
NSMCE1	-3.7763
APLP1	-3.7771
NHS	-3.7773
COX20	-3.7786
SLC10A4	-3.779
MPZL1	-3.7791
C22orf46	-3.7804
DLG3	-3.7822
YIPF2	-3.7833
LIN7B	-3.7835
KCTD7	-3.7838
FAM20B	-3.7856
TCF24	-3.786
ZNF575	-3.7865
C11orf24	-3.7867
FBXO10	-3.7867
TMEM94	-3.7871
LOC105369201	-3.7873
HOXA7	-3.7887
REXO2	-3.7902
SFXN1	-3.7903
RPL7AP45	-3.7923
BCDIN3D	-3.7931
DEF8	-3.7942
ATP6AP1L	-3.7948
DNASE1L2	-3.7957
LINC01023	-3.7969
CSE1L	-3.797
UQCC2	-3.7971
LOC441242	-3.7975
LENG8	-3.7976
MRE11	-3.7988
C1QL1	-3.7989
SPEF2	-3.799
SUN2	-3.7996
DAB2IP	-3.7996
HDDC2	-3.801
JMJD1C-AS1	-3.8015
DUXAP10	-3.8017
ENKD1	-3.8019
TRAPPC1	-3.8022
PPP6R1	-3.8026
SNX32	-3.8064
LOC102606465	-3.8073
BIVM-ERCC5	-3.8079
C11orf98	-3.8085
R3HCC1	-3.8093
PCBD1	-3.8093
PPP1R3D	-3.8098
GGCX	-3.8105
BORCS6	-3.811
NPR2	-3.8113
ARL11	-3.812
ACAT1	-3.8131
NSL1	-3.8138
RNF214	-3.8138
CDIN1	-3.8155
ATP5MC1	-3.8181
DGAT2L7P	-3.8184
MTERF3	-3.8189
TMCO3	-3.8191
ZNF280B	-3.8191
SWSAP1	-3.8211
ZNRF2	-3.8226
CBX3	-3.8231
HNRNPA0	-3.8237
NIPSNAP3B	-3.8258
SRM	-3.826
ENTPD1-AS1	-3.8261
MVB12A	-3.8263
NRBP2	-3.8277
ZBTB45	-3.8282
WDR89	-3.8285
CARS2	-3.831
CCDC177	-3.8322
ZNF358	-3.8327
CDKN3	-3.834
LOC100507437	-3.8349
SIGLEC12	-3.8356
LOC105369779	-3.8365
SEC24D	-3.8369
RPS4Y1	-3.8388
CDC7	-3.84
LOC101929331	-3.841
SATB2-AS1	-3.8427
MLST8	-3.8437
NUP42	-3.8443
COX11	-3.8449
TBCD.1	-3.8459
FANCD2	-3.8483
BARD1	-3.8487
MPPE1	-3.8488
DGCR2	-3.8491
PRICKLE1	-3.8492
C12orf76	-3.8503
SMARCA4	-3.8507
STIM1	-3.8521
TPX2	-3.8528
PDE1B	-3.8531
SLX1B	-3.8546
YDJC	-3.8553
AMMECR1	-3.8568
CCDC138	-3.8571
NHLRC4	-3.8574
BIVM	-3.8579
SLCO4C1	-3.8581
CLCN4	-3.8582
GASK1A	-3.8583
CREBZF	-3.859
OBSCN	-3.8598
RPL6	-3.8604
SAMD13	-3.8615
TOR2A	-3.8622
GMNN	-3.8669
FAM207A	-3.867
UBL7-AS1	-3.8682
PAAF1	-3.8704
TSN	-3.8708
ELAC2	-3.8709
GOLGA2P5	-3.8709
ENG	-3.8731
TMC8	-3.8735
SLCO4A1-AS1	-3.8755
LINC01624	-3.8761
MRPS5	-3.8762
ADCY1	-3.8767
A2M-AS1	-3.8767
CCDC171	-3.8789
ACLY	-3.8794
PNPLA7	-3.8811
NR2C2AP	-3.8818
EIF4G1	-3.8829
SFI1	-3.8836
DENND1A	-3.8845
SLC4A11	-3.8845
ARHGEF9	-3.8846
TXN2	-3.8853
PON2	-3.8857
GPRIN1	-3.8857
ERCC5	-3.889
ABRAXAS1	-3.8891
TRIM27.1	-3.894
GTF3C1	-3.8944
SLF2	-3.8985
GPR55	-3.899
NUDT13	-3.8992
KCNK6	-3.9018
STARD7	-3.9044
KIFC2	-3.9049
NBPF1	-3.9057
GRK5	-3.907
PPP1R14B	-3.907
RAB40C	-3.9074
ENDOD1	-3.9091
CDKN2AIPNL	-3.9092
LIX1L	-3.9118
PCSK4	-3.9172
SH2B1	-3.9174
ACOT8	-3.9175
PGAM1	-3.9189
RAB3A	-3.9191
CEP70	-3.9198
EMB	-3.92
DMAC1	-3.9212
SUOX	-3.924
ZNF70	-3.9241
POLDIP2	-3.9243
F13A1	-3.9244
FAM171A2	-3.9245
CCNB1	-3.9245
LIN9	-3.9251
EMILIN3	-3.9255
EIF3D	-3.9263
NAPEPLD	-3.9271
GUSB	-3.9283
NCAPD3	-3.9288
GCATP1	-3.9294
WDR77	-3.9296
ABHD14A	-3.9301
HMMR	-3.9305
CDK5RAP3	-3.9314
ZNF789	-3.9324
MORC2-AS1	-3.9346
CSPG5	-3.935
AP2M1	-3.9359
KIF2C	-3.9374
TMEM164	-3.9375
GNPNAT1	-3.9379
LOC100506691	-3.9381
PTDSS2	-3.9383
ACTR5	-3.9395
GALM	-3.94
ERI3	-3.9416
P2RY8	-3.942
TSPAN5	-3.9421
PLEKHA8P1	-3.9428
SUPT16H	-3.9442
RRP1B	-3.9446
CLASRP	-3.9465
APOBEC3F	-3.9474
SHANK1	-3.9475
GEMIN8	-3.9481
RIMS4	-3.9489
PURA	-3.9491
FAM86JP	-3.9492
LOC105370941	-3.9496
GLB1	-3.9517
MESD	-3.953
TANGO6	-3.9534
POLA2	-3.9536
SFXN5	-3.9539
RNF24	-3.9554
TMEM14A	-3.9555
SLC17A9	-3.9558
RAB6B	-3.9577
SHH	-3.9628
JAG2	-3.9645
SPSB2	-3.9648
NABP2	-3.9653
SCRN3	-3.9656
PPARGC1B	-3.9666
NCBP2AS2	-3.9667
CD79B	-3.967
USP21	-3.9679
LRRC3B	-3.9685
KLHL35	-3.9698
WRAP53	-3.9699
TRIM27	-3.9705
SPON2	-3.9706
SSR3	-3.9711
NPRL3	-3.9715
GSTK1	-3.9745
INTS11	-3.9753
SNX24	-3.9781
SPIDR	-3.9785
NBPF3	-3.9786
SCIN	-3.9796
GOLGA8IP	-3.9806
CRYL1	-3.9821
CISD3	-3.9823
GUCD1	-3.9824
CAMSAP3	-3.9834
DENND4B	-3.9843
RTKN2	-3.9844
NAT14	-3.9847
LBHD1	-3.9849
LINC01637	-3.9856
SPDL1	-3.986
TCHH	-3.9882
PTGER4P2-CDK2AP2P2	-3.9916
PSMG4	-3.9945
PFAS	-3.996
POLR3E	-3.9986
SORD2P	-4
AGAP2	-4.0002
KLHL21	-4.0005
PES1	-4.0019
DMRT3	-4.003
COA5	-4.0033
RNF113A	-4.0049
SERPINF2	-4.005
SERPINF2.1	-4.005
NFIX	-4.0052
CIAO3	-4.0097
ZFAND2A-DT	-4.0112
AK2	-4.0126
GLUD1	-4.0131
PTDSS1	-4.0139
NOB1	-4.0144
ZNF865	-4.0148
SCUBE1	-4.0153
ADAMTSL4	-4.0154
NRN1	-4.0159
EEF2K	-4.0167
CDK10	-4.0168
GPR135	-4.0185
SYTL1	-4.0197
HCG27.1	-4.0203
LRP8	-4.0224
RCN3	-4.0234
EML2-AS1	-4.0237
VAT1	-4.0255
KCNQ4	-4.0287
SDCCAG8	-4.0293
PARPBP	-4.0293
SMYD4	-4.0295
GDPD3	-4.0308
TRPM2	-4.0319
TLE6	-4.0325
LSM10	-4.0329
FKBP8	-4.0331
GINS3	-4.0335
DYDC2	-4.0338
CEP41	-4.0339
DERA	-4.0343
ABCB10	-4.0373
NT5M	-4.0373
ELP4	-4.0379
LIG1	-4.0382
PER3	-4.0391
AMT	-4.0403
TRAP1	-4.0409
PCDHB8	-4.0409
ABCC5	-4.041
CDR2L	-4.0411
MTERF2	-4.0414
DCLRE1A	-4.0417
QPRT	-4.0418
ARPC1B	-4.0425
PDCD4	-4.043
RFNG	-4.0434
PODXL	-4.0439
DHODH	-4.0448
CYTH4	-4.0452
TMEM79	-4.0453
TRPV2	-4.047
SLC26A2	-4.0475
RNF141	-4.0521
RIDA	-4.0544
RAD51	-4.0553
SDC3	-4.0561
KCNC4	-4.0562
SIVA1	-4.0572
EIF2S3	-4.0589
EAF2	-4.0596
KIT	-4.0609
ZNF354C	-4.0624
LRR1	-4.0628
JCAD	-4.0632
SIGLEC15	-4.0637
ANKRD36	-4.0644
NUDT16L1	-4.065
USF1	-4.0681
ENHO	-4.069
THAP4	-4.0703
MRPS12	-4.072
CENPI	-4.0725
FAM83H	-4.0732
NT5DC1	-4.0732
NKD2	-4.0736
ACADSB	-4.0736
PIGQ	-4.074
SLAIN1	-4.074
LINC02449	-4.0747
KATNAL2	-4.0754
CEP97	-4.0759
ATF6B.1	-4.0762
FAM102B	-4.0801
NHEJ1	-4.0812
PDCD6	-4.0813
NECAB3	-4.0824
PRXL2B	-4.0837
MRPS21	-4.085
PTGR2	-4.0856
ACOT7	-4.086
IAH1	-4.0864
DNAJC4	-4.0876
YIF1B	-4.0897
NFS1	-4.0918
PCNT	-4.092
PDP2	-4.0921
KNL1	-4.0922
SNTB1	-4.0933
TENT5B	-4.0948
TBCE	-4.0952
CUEDC2	-4.0959
COX7A2L	-4.0967
PSMG1	-4.0977
JMJD4	-4.0978
MFSD10	-4.1008
RUFY4	-4.1015
MKS1	-4.1017
CDCA8	-4.1017
MLC1	-4.102
PCDHB14	-4.1028
NEURL1	-4.1031
MNT	-4.1051
GOLGA8T	-4.1053
XXYLT1	-4.1055
MRPS11	-4.1072
TBX6	-4.1078
PRKCZ	-4.1082
UBAC2	-4.1085
FAM174C	-4.109
LSM11	-4.109
ZNF284	-4.1091
MANSC1	-4.1096
ACVRL1	-4.1097
DNM1	-4.1099
ANAPC4	-4.1111
HMX2	-4.1114
PARP15	-4.1121
TUBB8	-4.1122
CCDC134	-4.1136
MDH1	-4.1143
CCDC121	-4.1148
IFITM2	-4.115
EOLA1	-4.1152
LRRK2	-4.1165
SDHB	-4.1174
CENPO	-4.1182
TLX1	-4.1229
SNX21	-4.1234
PAQR8	-4.1245
ATP5F1C	-4.1249
CCND2	-4.1256
METTL7A	-4.1256
C1QBP	-4.1269
MSH6	-4.1288
PDIA4	-4.1303
BRF1	-4.1327
ACACB	-4.1331
ARHGAP25	-4.1346
HYLS1	-4.1349
LRRC3	-4.136
LINC02701	-4.1372
RAP1GAP2	-4.1375
ZDHHC4	-4.1384
ZNF618	-4.1385
PKN3	-4.1415
ENOPH1	-4.1418
FRG1-DT	-4.1422
AGPAT2	-4.1423
DDX55	-4.1425
FDXACB1	-4.1425
TUBGCP3	-4.1431
TRIM66	-4.1442
ACTG1	-4.1454
ACAD9	-4.146
USF2	-4.1465
SCAND1	-4.1466
RPL17	-4.1474
LINC00563	-4.1483
ALG6	-4.1486
P2RX1	-4.1491
RCBTB1	-4.1493
ECE2	-4.1505
FBXL22	-4.1508
SUGT1P4-STRA6LP-CCDC180	-4.1512
MVK	-4.1522
RPL4	-4.1533
COG4	-4.154
POLE	-4.1541
CHEK1	-4.1548
ADGRL1	-4.1568
LINC01140	-4.1569
SIRT3	-4.1583
ADAMTS1	-4.1589
SLC25A4	-4.1611
RNASEL	-4.162
ATR	-4.1636
ZNF177	-4.1644
AGFG2	-4.1647
VAMP8	-4.1654
TSPEAR-AS1	-4.1655
TMCO6	-4.1666
MAFG-DT	-4.1666
CHST13	-4.1682
HILPDA	-4.1685
CD244	-4.1695
WDR3	-4.1696
CAPN3	-4.1701
CSF3R	-4.1715
TXNRD2	-4.1726
CLCC1	-4.1741
MYRF	-4.1749
TMEM86B	-4.176
ARMC1	-4.1783
WDR81.1	-4.1806
ACTN4	-4.1816
ORC5	-4.1817
SYT17	-4.1822
PKD1	-4.1827
CTPS1	-4.1834
RAVER2	-4.1839
ALS2CL	-4.186
NINL	-4.1863
HHIPL1	-4.1866
DECR2	-4.1867
TTC9C	-4.187
OPHN1	-4.1871
NME2	-4.1873
IRX5	-4.1898
NHLRC1	-4.1911
STAR	-4.1925
LPIN3	-4.1932
GOLGA8IP.1	-4.1946
POP7	-4.1947
ZNF22	-4.1952
SH3TC2	-4.1969
ULK3	-4.1989
ANXA4	-4.1998
C15orf62	-4.1999
EIF4B	-4.2002
DNAJC19	-4.2006
MSRB2	-4.2029
EFNA3	-4.2032
RNF207	-4.2042
MTM1	-4.2051
SACM1L	-4.206
FLYWCH1	-4.2077
NNT	-4.208
OXSM	-4.208
SLC26A6	-4.2081
ADCY10	-4.209
LOC108783654	-4.2104
PARP3	-4.2108
C5orf63	-4.2108
ZNF213	-4.2109
TRAIP	-4.2111
SEC31B	-4.2113
ERP29	-4.2139
SRR	-4.2153
ZMYND8	-4.2159
C16orf91	-4.2162
SMIM10	-4.2182
WDFY4	-4.2188
HTR1B	-4.2235
CLMN	-4.2237
PTPN23	-4.2243
HNRNPF	-4.2244
TRMU	-4.2248
PFKFB4	-4.225
NRSN2	-4.2254
BSCL2	-4.2255
FKBP9	-4.2258
MRPL4	-4.2265
TUBB4B	-4.2265
ARL3	-4.2272
CCHCR1.1	-4.2273
MRGBP	-4.228
PHKA1	-4.2288
PCM1	-4.2323
LLGL2	-4.2327
GCDH	-4.2355
SNX7	-4.2365
ZNF250	-4.2371
CLSPN	-4.2372
PBXIP1	-4.2373
RCOR2	-4.238
C16orf86	-4.2384
SPOUT1	-4.2407
GRK1	-4.2415
MAP6D1	-4.2421
PSMB9	-4.2445
AGBL5	-4.2455
TTC31	-4.2474
EEF2KMT	-4.2474
C1RL	-4.2475
DLAT	-4.2481
MRPL55	-4.2486
LY9	-4.2489
OTUB2	-4.2501
SMTN	-4.2512
DUSP23	-4.253
HERC2P9	-4.2537
MBD3	-4.2541
PRIM2	-4.2547
TNNT1	-4.2566
SLC40A1	-4.2573
HERC2P3	-4.2585
RNASEH2C	-4.2588
SKIV2L.1	-4.2595
IFTAP	-4.26
CORO7	-4.263
ATG9B	-4.2631
NARS1	-4.2648
RHOT1	-4.2671
GLI4	-4.2675
TECR	-4.2677
C11orf45	-4.2715
KLHL13	-4.2719
ATP6V0E2-AS1	-4.2719
PKD1P4	-4.2749
DPY30	-4.2756
PIK3CB	-4.2757
