"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0098992","neuronal dense core vesicle","CC",16,3,4,0.931649115703865,0.854856595977014
"GO:0099012","neuronal dense core vesicle membrane","CC",4,0,1,1,0.81458504719227
"GO:0002177","manchette","CC",15,3,8,0.909764032957394,0.103302516333263
"GO:0000813","ESCRT I complex","CC",10,4,4,0.41642145619552,0.469225150310988
"GO:1990589","ATF4-CREB1 transcription factor complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0016461","unconventional myosin complex","CC",8,3,0,0.509772210206764,1
"GO:0048788","cytoskeleton of presynaptic active zone","CC",6,3,1,0.302127283260108,0.920175795894394
"GO:0099569","presynaptic cytoskeleton","CC",8,4,2,0.240615238909006,0.821543618024194
"GO:0005868","cytoplasmic dynein complex","CC",21,6,8,0.723354562636237,0.439383490385957
"GO:0031475","myosin V complex","CC",1,0,0,1,1
"GO:1990316","Atg1/ULK1 kinase complex","CC",6,2,2,0.631050312932741,0.669163132325233
"GO:0097025","MPP7-DLG1-LIN7 complex","CC",5,0,3,1,0.225545939336206
"GO:1990682","CSF1-CSF1R complex","CC",2,0,0,1,1
"GO:0031932","TORC2 complex","CC",9,5,2,0.131470606017146,0.871094278203841
"GO:0038201","TOR complex","CC",11,5,2,0.266957258597758,0.934338714394367
"GO:0030526","granulocyte macrophage colony-stimulating factor receptor complex","CC",3,3,0,0.0341345716941778,1
"GO:0071014","post-mRNA release spliceosomal complex","CC",10,4,4,0.41642145619552,0.469225150310988
"GO:0030896","checkpoint clamp complex","CC",4,3,0,0.103328111390276,1
"GO:0045095","keratin filament","CC",9,2,2,0.844074125799351,0.871094278203841
"GO:0005956","protein kinase CK2 complex","CC",3,2,2,0.247453380339828,0.273267176022581
"GO:0072534","perineuronal net","CC",3,0,0,1,1
"GO:0098966","perisynaptic extracellular matrix","CC",4,0,0,1,1
"GO:0099535","synapse-associated extracellular matrix","CC",5,1,0,0.859320975224648,1
"GO:0033165","interphotoreceptor matrix","CC",3,1,0,0.691698642913413,1
"GO:0044352","pinosome","CC",7,2,3,0.719935099717795,0.453396956733059
"GO:0044354","macropinosome","CC",7,2,3,0.719935099717795,0.453396956733059
"GO:0005943","phosphatidylinositol 3-kinase complex, class IA","CC",9,2,4,0.844074125799351,0.375510053736619
"GO:0005944","phosphatidylinositol 3-kinase complex, class IB","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0097651","phosphatidylinositol 3-kinase complex, class I","CC",9,2,4,0.844074125799351,0.375510053736619
"GO:0048476","Holliday junction resolvase complex","CC",3,2,1,0.247453380339828,0.717427953542304
"GO:1905347","endodeoxyribonuclease complex","CC",4,2,2,0.39157864928938,0.425956672592409
"GO:0001533","cornified envelope","CC",20,2,10,0.995858218937983,0.109820370825169
"GO:0005848","mRNA cleavage stimulating factor complex","CC",2,0,2,1,0.118163412444265
"GO:0071920","cleavage body","CC",2,1,0,0.543616888722218,1
"GO:0034992","microtubule organizing center attachment site","CC",10,4,3,0.41642145619552,0.724783946145907
"GO:0034993","meiotic nuclear membrane microtubule tethering complex","CC",10,4,3,0.41642145619552,0.724783946145907
"GO:0106083","nuclear membrane protein complex","CC",10,4,3,0.41642145619552,0.724783946145907
"GO:0106094","nuclear membrane microtubule tethering complex","CC",10,4,3,0.41642145619552,0.724783946145907
"GO:0072669","tRNA-splicing ligase complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0097342","ripoptosome","CC",6,3,1,0.302127283260108,0.920175795894394
"GO:0097470","ribbon synapse","CC",13,6,5,0.219600773873938,0.480289673695844
"GO:0098684","photoreceptor ribbon synapse","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:1990674","Golgi cis cisterna membrane","CC",2,1,0,0.543616888722218,1
"GO:0072536","interleukin-23 receptor complex","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0034750","Scrib-APC-beta-catenin complex","CC",2,1,0,0.543616888722218,1
"GO:0070369","beta-catenin-TCF7L2 complex","CC",3,2,0,0.247453380339828,1
"GO:0071664","catenin-TCF7L2 complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:1990711","beta-catenin-ICAT complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:1990907","beta-catenin-TCF complex","CC",13,5,4,0.420369061826354,0.70573072623248
"GO:0048787","presynaptic active zone membrane","CC",20,9,11,0.167496549462745,0.0467851588628811
"GO:0044393","microspike","CC",3,1,0,0.691698642913413,1
"GO:0071914","prominosome","CC",1,0,0,1,1
"GO:0036021","endolysosome lumen","CC",5,1,3,0.859320975224648,0.225545939336206
"GO:0031906","late endosome lumen","CC",6,2,3,0.631050312932741,0.340365219639168
"GO:0097208","alveolar lamellar body","CC",6,3,3,0.302127283260108,0.340365219639168
"GO:0097486","multivesicular body lumen","CC",4,1,3,0.791738640788091,0.120577679452753
"GO:0005614","interstitial matrix","CC",7,1,3,0.935815109010569,0.453396956733059
"GO:0008287","protein serine/threonine phosphatase complex","CC",48,20,14,0.113908695568391,0.818711307385969
"GO:0030289","protein phosphatase 4 complex","CC",5,1,2,0.859320975224648,0.559563828096545
"GO:1903293","phosphatase complex","CC",50,20,16,0.160452140985608,0.688323428329877
"GO:0044300","cerebellar mossy fiber","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:1990032","parallel fiber","CC",2,0,1,1,0.56937436103573
"GO:1990597","AIP1-IRE1 complex","CC",2,1,0,0.543616888722218,1
"GO:0033010","paranodal junction","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0043218","compact myelin","CC",10,4,4,0.41642145619552,0.469225150310988
"GO:0043220","Schmidt-Lanterman incisure","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0061689","tricellular tight junction","CC",3,1,0,0.691698642913413,1
"GO:0001534","radial spoke","CC",2,1,0,0.543616888722218,1
"GO:0097545","axonemal outer doublet","CC",1,0,0,1,1
"GO:0097649","A axonemal microtubule","CC",1,0,0,1,1
"GO:0036449","microtubule minus-end","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0042721","TIM22 mitochondrial import inner membrane insertion complex","CC",7,1,5,0.935815109010569,0.0515294756726948
"GO:0016010","dystrophin-associated glycoprotein complex","CC",11,3,6,0.746355065913352,0.138297966036038
"GO:0016011","dystroglycan complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0033268","node of Ranvier","CC",11,3,5,0.746355065913352,0.315470277907587
"GO:0090665","glycoprotein complex","CC",13,3,7,0.846051428118258,0.119257309513649
"GO:1990722","DAPK1-calmodulin complex","CC",1,1,0,0.324428864982473,1
"GO:0060091","kinocilium","CC",6,2,2,0.631050312932741,0.669163132325233
"GO:0097732","9+2 non-motile cilium","CC",6,2,2,0.631050312932741,0.669163132325233
"GO:0017101","aminoacyl-tRNA synthetase multienzyme complex","CC",11,2,8,0.916025198806252,0.0108342942432627
"GO:1990923","PET complex","CC",3,0,2,1,0.273267176022581
"GO:0033391","chromatoid body","CC",11,4,0,0.501829569108526,1
"GO:0032002","interleukin-28 receptor complex","CC",2,0,1,1,0.56937436103573
"GO:0031465","Cul4B-RING E3 ubiquitin ligase complex","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0033011","perinuclear theca","CC",1,0,1,1,0.343768886739998
"GO:0061827","sperm head","CC",5,3,1,0.196832668660654,0.878340351966201
"GO:1990617","CHOP-ATF4 complex","CC",2,2,0,0.105240841242728,1
"GO:1990622","CHOP-ATF3 complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0043291","RAVE complex","CC",3,2,0,0.247453380339828,1
"GO:0038039","G protein-coupled receptor heterodimeric complex","CC",3,3,0,0.0341345716941778,1
"GO:0042788","polysomal ribosome","CC",30,9,7,0.677988505209369,0.933004135578724
"GO:0070578","RISC-loading complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0097165","nuclear stress granule","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0043541","UDP-N-acetylglucosamine transferase complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0031379","RNA-directed RNA polymerase complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0031380","nuclear RNA-directed RNA polymerase complex","CC",2,0,1,1,0.56937436103573
"GO:1990742","microvesicle","CC",3,0,1,1,0.717427953542304
"GO:0097512","cardiac myofibril","CC",4,2,2,0.39157864928938,0.425956672592409
"GO:0042719","mitochondrial intermembrane space protein transporter complex","CC",6,2,3,0.631050312932741,0.340365219639168
"GO:0035517","PR-DUB complex","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:0005833","hemoglobin complex","CC",1,1,0,0.324428864982473,1
"GO:1903958","nitric-oxide synthase complex","CC",3,2,1,0.247453380339828,0.717427953542304
"GO:0031429","box H/ACA snoRNP complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0072588","box H/ACA RNP complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0072589","box H/ACA scaRNP complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0090661","box H/ACA telomerase RNP complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0005967","mitochondrial pyruvate dehydrogenase complex","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0045254","pyruvate dehydrogenase complex","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0043159","acrosomal matrix","CC",1,0,0,1,1
"GO:0045252","oxoglutarate dehydrogenase complex","CC",5,0,2,1,0.559563828096545
"GO:0043219","lateral loop","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0044224","juxtaparanode region of axon","CC",7,3,1,0.408838345970105,0.947626828116443
"GO:0016013","syntrophin complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0120135","distal portion of axoneme","CC",1,0,1,1,0.343768886739998
"GO:0043033","isoamylase complex","CC",1,0,0,1,1
"GO:0032144","4-aminobutyrate transaminase complex","CC",1,0,0,1,1
"GO:0060077","inhibitory synapse","CC",8,2,5,0.789989396221472,0.0989998493661784
"GO:0035189","Rb-E2F complex","CC",4,0,1,1,0.81458504719227
"GO:0033093","Weibel-Palade body","CC",4,0,3,1,0.120577679452753
"GO:0097149","centralspindlin complex","CC",3,0,2,1,0.273267176022581
"GO:0001739","sex chromatin","CC",6,5,1,0.0157185827844369,0.920175795894394
"GO:0005853","eukaryotic translation elongation factor 1 complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0070435","Shc-EGFR complex","CC",2,0,1,1,0.56937436103573
"GO:0097489","multivesicular body, internal vesicle lumen","CC",1,0,0,1,1
"GO:0034751","aryl hydrocarbon receptor complex","CC",7,4,0,0.159845866313446,1
"GO:0034752","cytosolic aryl hydrocarbon receptor complex","CC",1,1,0,0.324428864982473,1
"GO:0034753","nuclear aryl hydrocarbon receptor complex","CC",2,1,0,0.543616888722218,1
"GO:0042720","mitochondrial inner membrane peptidase complex","CC",2,1,0,0.543616888722218,1
"GO:0005850","eukaryotic translation initiation factor 2 complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0044207","translation initiation ternary complex","CC",1,1,0,0.324428864982473,1
"GO:0097451","glial limiting end-foot","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0016514","SWI/SNF complex","CC",27,9,11,0.532758273457281,0.305377843452486
"GO:0016586","RSC-type complex","CC",14,5,6,0.495726151567024,0.340778847063482
"GO:0005851","eukaryotic translation initiation factor 2B complex","CC",5,3,1,0.196832668660654,0.878340351966201
"GO:0016281","eukaryotic translation initiation factor 4F complex","CC",11,4,2,0.501829569108526,0.934338714394367
"GO:0034518","RNA cap binding complex","CC",19,8,6,0.25136233032073,0.68330980665353
"GO:0030915","Smc5-Smc6 complex","CC",8,6,2,0.0170456155644945,0.821543618024194
"GO:0106068","SUMO ligase complex","CC",12,7,4,0.0578746306395233,0.6363642485289
"GO:0005845","mRNA cap binding complex","CC",11,5,4,0.266957258597758,0.557085077398646
"GO:0005642","annulate lamellae","CC",5,1,1,0.859320975224648,0.878340351966201
"GO:0043240","Fanconi anaemia nuclear complex","CC",13,4,6,0.652635796480064,0.267706033445812
"GO:0030895","apolipoprotein B mRNA editing enzyme complex","CC",3,0,2,1,0.273267176022581
"GO:0045293","mRNA editing complex","CC",13,2,7,0.955836901001497,0.119257309513649
"GO:0036038","MKS complex","CC",13,5,5,0.420369061826354,0.480289673695844
"GO:0110070","cellularization cleavage furrow","CC",1,0,1,1,0.343768886739998
"GO:0071821","FANCM-MHF complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0034998","oligosaccharyltransferase I complex","CC",2,2,0,0.105240841242728,1
"GO:0072563","endothelial microparticle","CC",2,0,1,1,0.56937436103573
"GO:0000015","phosphopyruvate hydratase complex","CC",3,1,0,0.691698642913413,1
"GO:0005641","nuclear envelope lumen","CC",8,4,4,0.240615238909006,0.280312624328446
"GO:0097543","ciliary inversin compartment","CC",4,0,1,1,0.81458504719227
"GO:0014731","spectrin-associated cytoskeleton","CC",9,2,7,0.844074125799351,0.00999734778263841
"GO:0032039","integrator complex","CC",17,3,7,0.948542863788861,0.360298456178957
"GO:0008091","spectrin","CC",9,2,5,0.844074125799351,0.16131583756823
"GO:0038143","ERBB3:ERBB2 complex","CC",2,0,1,1,0.56937436103573
"GO:0000110","nucleotide-excision repair factor 1 complex","CC",3,0,2,1,0.273267176022581
"GO:0070522","ERCC4-ERCC1 complex","CC",3,0,2,1,0.273267176022581
"GO:0071817","MMXD complex","CC",5,1,3,0.859320975224648,0.225545939336206
"GO:0000112","nucleotide-excision repair factor 3 complex","CC",1,1,0,0.324428864982473,1
"GO:0097550","transcription preinitiation complex","CC",13,4,3,0.652635796480064,0.877819379106357
"GO:1990332","Ire1 complex","CC",1,1,0,0.324428864982473,1
"GO:0001652","granular component","CC",7,3,3,0.408838345970105,0.453396956733059
"GO:0097232","lamellar body membrane","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0097233","alveolar lamellar body membrane","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0018444","translation release factor complex","CC",3,0,2,1,0.273267176022581
"GO:0045251","electron transfer flavoprotein complex","CC",2,2,0,0.105240841242728,1
"GO:1905286","serine-type peptidase complex","CC",7,3,3,0.408838345970105,0.453396956733059
"GO:0042587","glycogen granule","CC",7,2,3,0.719935099717795,0.453396956733059
"GO:0000308","cytoplasmic cyclin-dependent protein kinase holoenzyme complex","CC",2,1,0,0.543616888722218,1
"GO:0001527","microfibril","CC",11,8,3,0.00732607518997544,0.78767102192613
"GO:0032997","Fc receptor complex","CC",3,1,0,0.691698642913413,1
"GO:0032998","Fc-epsilon receptor I complex","CC",2,1,0,0.543616888722218,1
"GO:0033001","Fc-gamma receptor III complex","CC",2,1,0,0.543616888722218,1
"GO:1905370","serine-type endopeptidase complex","CC",6,3,3,0.302127283260108,0.340365219639168
"GO:0035658","Mon1-Ccz1 complex","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0000808","origin recognition complex","CC",9,1,4,0.970719007181647,0.375510053736619
"GO:0005664","nuclear origin of replication recognition complex","CC",9,1,4,0.970719007181647,0.375510053736619
"GO:0035145","exon-exon junction complex","CC",11,3,4,0.746355065913352,0.557085077398646
"GO:0014802","terminal cisterna","CC",3,0,2,1,0.273267176022581
"GO:1990425","ryanodine receptor complex","CC",2,0,1,1,0.56937436103573
"GO:0034681","integrin alpha11-beta1 complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0098983","symmetric, GABA-ergic, inhibitory synapse","CC",3,2,0,0.247453380339828,1
"GO:1990124","messenger ribonucleoprotein complex","CC",9,2,5,0.844074125799351,0.16131583756823
"GO:0072558","NLRP1 inflammasome complex","CC",3,0,3,1,0.040611530655107
"GO:0035032","phosphatidylinositol 3-kinase complex, class III","CC",6,4,0,0.0915380540612001,1
"GO:0097629","extrinsic component of omegasome membrane","CC",2,2,0,0.105240841242728,1
"GO:0097632","extrinsic component of phagophore assembly site membrane","CC",1,1,0,0.324428864982473,1
"GO:1903349","omegasome membrane","CC",4,3,1,0.103328111390276,0.81458504719227
"GO:1990462","omegasome","CC",5,3,2,0.196832668660654,0.559563828096545
"GO:0098635","protein complex involved in cell-cell adhesion","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:0098845","postsynaptic endosome","CC",14,3,7,0.88168373002907,0.17027561528892
"GO:0005846","nuclear cap binding complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0030981","cortical microtubule cytoskeleton","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:1990075","periciliary membrane compartment","CC",5,3,1,0.196832668660654,0.878340351966201
"GO:0033270","paranode region of axon","CC",6,4,1,0.0915380540612001,0.920175795894394
"GO:0032936","SREBP-SCAP complex","CC",1,0,1,1,0.343768886739998
"GO:0005883","neurofilament","CC",6,2,4,0.631050312932741,0.110726659033245
"GO:0005863","striated muscle myosin thick filament","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:0032982","myosin filament","CC",13,3,4,0.846051428118258,0.70573072623248
"GO:0036379","myofilament","CC",18,5,8,0.744057716775144,0.253003668087882
"GO:0043203","axon hillock","CC",6,5,1,0.0157185827844369,0.920175795894394
"GO:1990112","RQC complex","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:0120212","sperm head-tail coupling apparatus","CC",1,0,1,1,0.343768886739998
"GO:0098559","cytoplasmic side of early endosome membrane","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0030015","CCR4-NOT core complex","CC",6,1,4,0.90497510768303,0.110726659033245
"GO:0030891","VCB complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0036396","RNA N6-methyladenosine methyltransferase complex","CC",9,2,4,0.844074125799351,0.375510053736619
"GO:0043194","axon initial segment","CC",12,5,4,0.343150489536964,0.6363642485289
"GO:0045180","basal cortex","CC",5,1,4,0.859320975224648,0.0505988395304509
"GO:0032173","septin collar","CC",1,1,0,0.324428864982473,1
"GO:0031523","Myb complex","CC",3,0,2,1,0.273267176022581
"GO:1990779","glycoprotein Ib-IX-V complex","CC",2,0,1,1,0.56937436103573
"GO:0044611","nuclear pore inner ring","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0009331","glycerol-3-phosphate dehydrogenase complex","CC",3,0,3,1,0.040611530655107
